"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","sig"
"chr2-218405600-218407454",0.558450679205962,0.152941225637291,0.296,0.228,1,"NS"
"chr3-120741905-120743196",0.558530985319839,0.318611240195856,0.188,0.133,1,"NS"
"chr20-18287602-18289164",0.558539330566052,0.432276026676704,0.174,0.118,1,"NS"
"chr17-36534046-36535831",0.558576744771642,0.380354361909981,0.187,0.128,1,"NS"
"chr6-31929084-31930571",0.558809276658036,0.613701156580669,0.089,0.054,1,"NS"
"chr1-156090341-156091102",0.558988791905268,0.426908194409839,0.085,0.056,1,"NS"
"chr9-34376011-34377300",0.559068579998355,0.620480316438952,0.158,0.092,1,"NS"
"chr1-28246374-28247566",0.559093936501862,0.315825391636676,0.205,0.147,1,"NS"
"chr7-30770918-30771891",0.559298100126293,0.268002745970496,0.071,0.054,1,"NS"
"chr1-20507456-20508414",0.559315293637142,0.426092111893693,0.081,0.055,1,"NS"
"chr10-3775946-3777410",0.559513678633363,0.713596170048095,0.13,0.073,1,"NS"
"chr21-45526879-45528799",0.559626439261843,0.606073813427061,0.126,0.072,1,"NS"
"chr2-109645346-109646229",0.5597344476166,0.912873692005303,0.055,0.027,1,"NS"
"chr1-51228094-51229113",0.559738307251876,0.920335466445217,0.051,0.028,1,"NS"
"chr20-25309238-25311343",0.559868899169962,0.118939518390083,0.107,0.089,1,"NS"
"chr11-35165714-35166990",0.559940847363832,0.359105574669865,0.067,0.048,1,"NS"
"chr9-98055963-98057518",0.560070809806367,0.13156060163449,0.226,0.175,1,"NS"
"chr11-63998754-64000773",0.560107846515454,0.468244963374562,0.173,0.108,1,"NS"
"chr15-56364895-56365748",0.56014303767952,0.668909895932477,0.066,0.039,1,"NS"
"chr9-35603562-35605966",0.560201571555537,0.279836032088339,0.355,0.253,1,"NS"
"chr19-8513162-8514407",0.560239006739481,0.13770496736692,0.232,0.18,1,"NS"
"chr19-36127532-36128583",0.560283395387061,0.176470134836393,0.123,0.097,1,"NS"
"chr9-97921779-97923975",0.560290017355202,0.269593183688228,0.256,0.187,1,"NS"
"chr21-45073207-45075429",0.560300426551405,0.403877155049684,0.131,0.086,1,"NS"
"chr21-31343264-31344517",0.560301490173243,0.497734678411076,0.072,0.049,1,"NS"
"chr16-4801523-4803130",0.56031637888513,0.424541014546529,0.235,0.154,1,"NS"
"chr3-39132011-39133493",0.560401668913369,0.66222399835872,0.062,0.037,1,"NS"
"chr13-46386830-46387806",0.560492990086644,-0.11544775509509,0.055,0.056,1,"NS"
"chr10-102713625-102715380",0.560559707622397,0.296489824830285,0.229,0.16,1,"NS"
"chr11-94972917-94974001",0.560743291862111,0.498819477065427,0.108,0.067,1,"NS"
"chr1-61077823-61078239",0.560853233984791,0.277661343190314,0.085,0.064,1,"NS"
"chr19-48954215-48955404",0.560943019653701,0.188852744596883,0.19,0.141,1,"NS"
"chr8-144826242-144827879",0.561034564307455,0.297558902301014,0.309,0.219,1,"NS"
"chr9-121550335-121551414",0.561114315987644,0.279329648541599,0.057,0.041,1,"NS"
"chr8-143942040-143942791",0.561234651571913,0.544860322504569,0.089,0.054,1,"NS"
"chr17-68580219-68580687",0.561311954033103,0.234895258230401,0.062,0.047,1,"NS"
"chr15-41543586-41544904",0.561337850482035,0.56955539272227,0.102,0.065,1,"NS"
"chr19-14418731-14419722",0.561451118128612,0.121484078238887,0.216,0.176,1,"NS"
"chr6-113718707-113720093",0.561704187471202,0.707641851829302,0.068,0.039,1,"NS"
"chr1-20151925-20152665",0.561948514478609,0.187745011443083,0.063,0.049,1,"NS"
"chr20-21302752-21304006",0.561986545372618,0.307459216893491,0.182,0.133,1,"NS"
"chr22-45198841-45199575",0.561998941697373,0.740237058588494,0.052,0.028,1,"NS"
"chr12-57089681-57090099",0.56200691278906,0.330211645700112,0.068,0.052,1,"NS"
"chr1-111489571-111490007",0.562009706456542,0.373601869538966,0.051,0.034,1,"NS"
"chr6-39269804-39270318",0.562235724695906,1.00545424236453,0.055,0.028,1,"NS"
"chr9-78296150-78297752",0.5622466143086,0.542985366583178,0.079,0.046,1,"NS"
"chr15-70258589-70259324",0.56225867876051,-0.107952995678442,0.054,0.051,1,"NS"
"chr8-6598768-6599610",0.562404692240458,0.796110621470998,0.05,0.028,1,"NS"
"chr6-134291940-134292466",0.562467623230886,0.825584173972646,0.058,0.03,1,"NS"
"chr6-139713344-139714687",0.562469082524786,0.791965871299124,0.068,0.036,1,"NS"
"chr6-31493804-31495031",0.562470935021215,0.36857790955245,0.052,0.037,1,"NS"
"chr19-2168666-2169346",0.562629975757895,0.212785207312812,0.093,0.073,1,"NS"
"chr12-53499169-53501693",0.562704565376123,0.226843897880426,0.361,0.263,1,"NS"
"chr17-78168018-78169708",0.562767646925544,0.329081565379868,0.157,0.112,1,"NS"
"chr4-8198743-8199460",0.562849574121328,0.270121659823022,0.197,0.144,1,"NS"
"chr8-119873199-119874706",0.562878091778605,0.43439064368591,0.171,0.116,1,"NS"
"chr17-43006473-43007530",0.562901171606839,0.363589857630201,0.055,0.039,1,"NS"
"chr14-74881372-74882696",0.563019043794196,0.200500523180393,0.13,0.098,1,"NS"
"chr11-65416382-65416652",0.563196205692302,0.234480087008893,0.097,0.072,1,"NS"
"chr1-26336035-26337245",0.563255462872068,0.266576269974148,0.052,0.04,1,"NS"
"chr2-112690369-112691385",0.563377694192963,0.316113588337956,0.057,0.041,1,"NS"
"chr6-13302339-13303687",0.563392909344316,0.29378609540156,0.178,0.129,1,"NS"
"chr8-125434461-125434924",0.56343256140526,0.702771004207458,0.102,0.059,1,"NS"
"chr3-49428757-49429885",0.563976120726057,0.195564923825059,0.159,0.123,1,"NS"
"chr19-51803701-51804268",0.564098781773645,0.54031487470762,0.064,0.038,1,"NS"
"chr14-49879546-49880634",0.564170906723934,0.133492646587799,0.085,0.066,1,"NS"
"chr16-87777553-87778111",0.564219504046792,0.422520404646907,0.052,0.035,1,"NS"
"chr2-46881554-46882765",0.564334719674995,0.644677752510794,0.056,0.034,1,"NS"
"chr3-196978323-196979997",0.564419045103914,0.78816263036145,0.059,0.034,1,"NS"
"chr14-23120664-23121729",0.564516062157072,0.352532932588532,0.099,0.067,1,"NS"
"chr10-73910800-73911672",0.564718914376745,0.360727046924944,0.089,0.062,1,"NS"
"chr1-212857432-212859113",0.564835909550884,0.225007947138271,0.135,0.098,1,"NS"
"chr3-48087403-48089446",0.564903628118968,0.22398491933905,0.242,0.18,1,"NS"
"chrX-54182182-54183750",0.564940652356337,0.173533334605368,0.063,0.048,1,"NS"
"chr15-90664720-90666163",0.564964305852208,0.275214594724087,0.142,0.1,1,"NS"
"chr2-65227039-65228666",0.565140104630954,0.100414788143947,0.173,0.137,1,"NS"
"chr9-128066674-128068838",0.565212651533084,0.259495235619607,0.386,0.282,1,"NS"
"chr7-155296670-155299293",0.565246566923847,0.273980903193173,0.4,0.286,1,"NS"
"chr20-33685655-33686816",0.565247147168554,0.400397372483337,0.186,0.123,1,"NS"
"chr6-97282363-97283607",0.565346865470703,0.17576691489556,0.083,0.067,1,"NS"
"chr11-113874917-113876090",0.565407497398243,0.229273600479236,0.183,0.14,1,"NS"
"chr12-113333827-113335519",0.565521989420522,0.408568193655971,0.174,0.119,1,"NS"
"chr11-102177394-102178710",0.565557614278218,0.898163215384213,0.071,0.036,1,"NS"
"chr2-71444742-71445555",0.565631163614035,0.933820849719568,0.071,0.037,1,"NS"
"chr6-11684850-11686182",0.565634897866215,1.01771119395683,0.059,0.028,1,"NS"
"chr1-40691114-40692653",0.565646581686943,0.25307871403265,0.217,0.159,1,"NS"
"chr2-173075448-173077140",0.565988712129698,0.492785087413931,0.056,0.037,1,"NS"
"chr17-43944958-43945862",0.566182958236933,0.863636671145329,0.077,0.038,1,"NS"
"chr19-12918960-12920912",0.566204744080231,0.373668734401455,0.179,0.12,1,"NS"
"chr14-93072453-93073298",0.56621198863641,0.461869230872419,0.059,0.04,1,"NS"
"chrX-150982706-150984772",0.566238414407306,0.272010781354208,0.104,0.076,1,"NS"
"chr14-92702547-92702924",0.56627547653167,0.314294623258591,0.062,0.043,1,"NS"
"chr10-44863408-44865433",0.566362387111556,0.50174805558989,0.086,0.052,1,"NS"
"chr16-3457294-3458876",0.566467045807464,0.122424502857372,0.183,0.146,1,"NS"
"chrX-49171338-49172758",0.56653958434038,0.13668281802492,0.052,0.041,1,"NS"
"chr17-74462734-74463733",0.566616916993875,0.230811739080758,0.054,0.041,1,"NS"
"chr7-101126170-101127205",0.566683013365962,0.715003478116289,0.079,0.044,1,"NS"
"chr2-231680137-231681509",0.566757286132415,0.350004621944288,0.138,0.096,1,"NS"
"chr12-11836325-11836988",0.566765065067273,0.205575201329819,0.059,0.046,1,"NS"
"chr5-119267915-119269563",0.566831673485492,0.358079919868189,0.228,0.154,1,"NS"
"chr2-206200998-206201930",0.566941773225033,1.07180906373259,0.077,0.034,1,"NS"
"chr2-201118291-201119111",0.567144858061776,0.376876382799136,0.08,0.054,1,"NS"
"chr2-71226383-71227732",0.567167496980907,0.383644755301172,0.196,0.128,1,"NS"
"chr17-409661-411271",0.567684229535141,0.20131201334535,0.214,0.157,1,"NS"
"chr17-17693601-17695502",0.56774799981505,0.120371180153783,0.133,0.106,1,"NS"
"chr11-64856500-64857031",0.567910603968033,0.533922034362055,0.054,0.037,1,"NS"
"chr5-150449073-150450202",0.567911915302693,0.190738311190479,0.149,0.114,1,"NS"
"chr12-49673361-49674084",0.567968744482198,0.199091846553092,0.058,0.046,1,"NS"
"chr8-26290227-26292123",0.568168633434074,0.229343026080717,0.208,0.152,1,"NS"
"chr3-50226113-50226545",0.568314784826591,0.464646195454177,0.051,0.032,1,"NS"
"chr4-74544604-74546440",0.5684140716382,0.970300814659304,0.095,0.047,1,"NS"
"chr1-16205918-16207252",0.568518502995698,0.15248249328943,0.165,0.126,1,"NS"
"chr16-30429207-30430617",0.568541559660342,0.3428932622217,0.17,0.111,1,"NS"
"chr8-144290950-144292761",0.568598011253797,0.30613394144761,0.225,0.153,1,"NS"
"chr15-31869912-31871270",0.568614131651839,0.299787548641059,0.135,0.098,1,"NS"
"chr19-1186425-1187162",0.568615481697563,0.798928377818251,0.074,0.041,1,"NS"
"chr1-116569587-116571599",0.568898646279365,0.329439801713123,0.173,0.124,1,"NS"
"chr10-89206486-89208438",0.568936252949085,0.268025050122279,0.091,0.064,1,"NS"
"chr7-101165247-101165785",0.569061883383946,0.498035784671103,0.131,0.082,1,"NS"
"chr12-26113808-26114866",0.569065655729625,0.329048532849473,0.209,0.143,1,"NS"
"chr11-64304349-64306501",0.569138080933308,0.262658207956877,0.401,0.284,1,"NS"
"chrX-109847155-109848030",0.56914220508334,0.826995478859523,0.092,0.048,1,"NS"
"chr9-85522244-85523132",0.569161657075407,-0.109786133678552,0.071,0.069,1,"NS"
"chr16-22296759-22298722",0.56924100594009,0.334593375484407,0.295,0.198,1,"NS"
"chr6-106628814-106630022",0.56934296379507,0.443819920589591,0.091,0.058,1,"NS"
"chr2-200810921-200812744",0.569379090366916,0.324372215835415,0.316,0.213,1,"NS"
"chr7-64313153-64314474",0.569526170475998,0.472515686155767,0.116,0.072,1,"NS"
"chr11-77158033-77158743",0.56956520461043,0.883868745093761,0.062,0.031,1,"NS"
"chr19-18300857-18301447",0.569681000023228,0.844410476844253,0.08,0.044,1,"NS"
"chr5-103450460-103451110",0.569702631966842,0.957702192011018,0.064,0.031,1,"NS"
"chr20-62359098-62359832",0.569870003042808,0.556853813145912,0.05,0.033,1,"NS"
"chr16-31130294-31131230",0.569926833211985,0.779311204398671,0.13,0.075,1,"NS"
"chr11-1573514-1574914",0.569967074145967,0.461772650112402,0.059,0.039,1,"NS"
"chr17-39400689-39402768",0.570122368791851,0.174878128778826,0.191,0.145,1,"NS"
"chr11-75181613-75181974",0.570147527249076,0.242409364417012,0.078,0.061,1,"NS"
"chr19-39398289-39398711",0.570153845106132,0.22932404593267,0.103,0.078,1,"NS"
"chr2-62505349-62506483",0.570450255147276,0.387669597586423,0.102,0.068,1,"NS"
"chr9-296432-297831",0.57064702940569,0.750881806899045,0.056,0.031,1,"NS"
"chr1-84478910-84479899",0.570786755827785,0.211932208753368,0.051,0.039,1,"NS"
"chr10-80172724-80173252",0.570846551399661,1.0421756720425,0.069,0.033,1,"NS"
"chr14-63688559-63689780",0.570994823758015,0.767690050197163,0.074,0.043,1,"NS"
"chr7-64562370-64563337",0.571049201362688,0.385172852568076,0.085,0.056,1,"NS"
"chr16-25065954-25067656",0.571072075008852,0.239471221413483,0.115,0.085,1,"NS"
"chr10-119028750-119030786",0.571105052634785,0.360700173852469,0.174,0.119,1,"NS"
"chr17-29929058-29930886",0.57127925182292,0.513397058350923,0.104,0.067,1,"NS"
"chr19-43525368-43525795",0.571426237385999,0.70699896886571,0.053,0.029,1,"NS"
"chr14-90827768-90829287",0.571680866802263,0.223910404799995,0.196,0.146,1,"NS"
"chr14-60247586-60250149",0.57179541985316,0.296213514151439,0.324,0.223,1,"NS"
"chr19-50024692-50026240",0.571828876272488,0.301730434450008,0.318,0.222,1,"NS"
"chr2-68062325-68063261",0.571849994097364,0.440575954394939,0.076,0.05,1,"NS"
"chr2-96884211-96884640",0.571912359499362,0.698923131070918,0.057,0.033,1,"NS"
"chr9-128275079-128276902",0.572000236207586,0.120224629974697,0.344,0.267,1,"NS"
"chr17-42428072-42428705",0.572063392517362,0.533251832359299,0.067,0.041,1,"NS"
"chr10-57784738-57786852",0.572090077471955,0.832943087583764,0.055,0.028,1,"NS"
"chr3-194632339-194633986",0.572121961839645,0.116362703865216,0.075,0.059,1,"NS"
"chrX-49001566-49002713",0.5721228590467,0.177137289974959,0.081,0.062,1,"NS"
"chr6-7140597-7141892",0.572150120763686,0.380819751553962,0.155,0.1,1,"NS"
"chr10-30446914-30447621",0.572300112048067,0.861184256703098,0.05,0.025,1,"NS"
"chr7-133081203-133082654",0.57256341950721,0.38550799460952,0.132,0.091,1,"NS"
"chr4-37452958-37454060",0.572577092048812,0.758760533493222,0.097,0.05,1,"NS"
"chr11-111878000-111879758",0.572651136647975,0.525508898887578,0.175,0.108,1,"NS"
"chr12-110402390-110404262",0.572689451738474,0.438888043480215,0.108,0.069,1,"NS"
"chr12-2003745-2004771",0.572786109563588,0.304545779283056,0.088,0.063,1,"NS"
"chr12-122965508-122966832",0.572974514584199,0.329719231604799,0.13,0.092,1,"NS"
"chr22-37274050-37274866",0.573003619102718,-0.214076977519147,0.074,0.074,1,"NS"
"chr6-26026118-26027528",0.573008189286945,0.366910264211034,0.172,0.115,1,"NS"
"chr10-119522563-119523809",0.573050975151894,0.688401967397571,0.081,0.047,1,"NS"
"chr2-172084358-172085525",0.573099215258599,0.183429084282854,0.052,0.041,1,"NS"
"chr17-43900163-43901134",0.573126795171262,0.251528403634799,0.064,0.049,1,"NS"
"chr1-207828541-207828835",0.573129970985673,0.494129440520071,0.057,0.035,1,"NS"
"chr11-76865342-76866369",0.573172294590048,0.917273420234352,0.053,0.027,1,"NS"
"chr3-194685564-194686277",0.573408308073591,0.136708698497627,0.093,0.074,1,"NS"
"chr6-170305875-170307187",0.573427041059419,0.194963673483887,0.197,0.145,1,"NS"
"chr10-119113239-119114503",0.573462605366777,0.549966217441457,0.066,0.038,1,"NS"
"chr5-177516298-177517540",0.573546882321489,0.346222816313172,0.157,0.108,1,"NS"
"chr11-10807715-10809746",0.573564076209339,0.169275355219003,0.289,0.216,1,"NS"
"chr14-90399429-90399830",0.573566300343524,0.677821744499836,0.055,0.031,1,"NS"
"chr17-30730782-30732068",0.573599293599596,0.480990483598395,0.093,0.06,1,"NS"
"chrX-2592019-2592864",0.5736935448634,0.906940774477833,0.068,0.035,1,"NS"
"chr16-74812908-74813664",0.573860199367917,0.690684049847918,0.062,0.034,1,"NS"
"chr6-3118029-3119276",0.573884453209739,0.413877039630766,0.203,0.136,1,"NS"
"chr17-7349943-7350506",0.573992234578403,0.51449882765176,0.078,0.048,1,"NS"
"chr14-99682663-99684660",0.573997289940011,0.246554098043171,0.332,0.241,1,"NS"
"chr16-29815321-29817141",0.574003957888164,0.318627588674362,0.282,0.198,1,"NS"
"chr17-31549173-31550714",0.574028996090948,0.310148834875995,0.234,0.165,1,"NS"
"chr4-67699738-67701657",0.57405665246673,0.448457902993104,0.155,0.103,1,"NS"
"chr12-66233980-66235561",0.574194157003484,0.407470384086124,0.077,0.05,1,"NS"
"chr20-40439720-40440816",0.574326607770028,0.986076495540341,0.055,0.026,1,"NS"
"chr18-12946687-12948646",0.574497380598983,0.202586795907108,0.335,0.25,1,"NS"
"chr15-77419153-77421325",0.574503151282824,0.197263612573818,0.289,0.212,1,"NS"
"chr10-80508433-80508930",0.574590967567225,1.0195109192396,0.054,0.026,1,"NS"
"chr9-92099485-92100831",0.574687018854528,0.99648189289193,0.064,0.032,1,"NS"
"chr7-74657049-74658807",0.574899342761734,0.256892607063038,0.32,0.228,1,"NS"
"chrX-154749951-154751483",0.574938029831458,0.209307719696599,0.068,0.058,1,"NS"
"chr11-86301780-86302719",0.575099163073664,0.183642195664288,0.08,0.065,1,"NS"
"chr1-112714191-112716553",0.575490327267743,0.368588039292211,0.225,0.154,1,"NS"
"chr19-40716340-40717638",0.575706315046588,0.434431958519002,0.21,0.136,1,"NS"
"chr6-150865172-150866989",0.576006774238506,0.15758722192151,0.179,0.137,1,"NS"
"chr5-149580869-149582439",0.576052869502512,0.532576597591314,0.096,0.06,1,"NS"
"chr5-41903485-41904660",0.576239499351741,0.264990903241199,0.302,0.215,1,"NS"
"chr15-43775433-43777847",0.57633643290105,0.676242150037538,0.143,0.081,1,"NS"
"chr7-75104858-75106190",0.576449358430839,0.245719262748463,0.057,0.043,1,"NS"
"chr17-58337860-58338458",0.576636219907724,-0.133309584115481,0.091,0.089,1,"NS"
"chr15-64843048-64843541",0.576811088297187,0.330123326750737,0.08,0.056,1,"NS"
"chr14-63542134-63543912",0.576885464693888,0.395257762220377,0.213,0.141,1,"NS"
"chr5-151093368-151094698",0.576951424327875,0.673915957145526,0.08,0.046,1,"NS"
"chr6-5132595-5133168",0.577001186083076,0.328211788977072,0.067,0.048,1,"NS"
"chr6-149316683-149318744",0.577042207424037,0.197073856991806,0.168,0.128,1,"NS"
"chr9-96417070-96419448",0.57706037975496,0.278046063911779,0.355,0.256,1,"NS"
"chr1-201982127-201983516",0.577168177730082,0.431079557256166,0.137,0.09,1,"NS"
"chr2-96664006-96665569",0.577360516920095,0.965495116271096,0.08,0.039,1,"NS"
"chr1-40508305-40509484",0.577493205919128,0.3319755000503,0.059,0.041,1,"NS"
"chr3-49092946-49094922",0.577566086633727,0.160333917878666,0.262,0.211,1,"NS"
"chr14-63655637-63656833",0.577577645674665,0.933682877807901,0.096,0.05,1,"NS"
"chr2-181813805-181814509",0.577591306236628,1.06221887693403,0.078,0.037,1,"NS"
"chr4-169942235-169942831",0.577812604170654,1.00414125679368,0.071,0.034,1,"NS"
"chr11-506100-507884",0.577815394545398,0.106091226141824,0.402,0.321,1,"NS"
"chr17-44707744-44709290",0.577855727080355,0.441480358198004,0.059,0.039,1,"NS"
"chr19-45439545-45440049",0.57804752782162,0.502909249209402,0.126,0.08,1,"NS"
"chr1-16236147-16237406",0.578118682343938,0.236327388467068,0.122,0.092,1,"NS"
"chrX-40580084-40581388",0.578120614351727,0.185407511940958,0.125,0.099,1,"NS"
"chr2-47312059-47313826",0.578181202536231,1.04686132225508,0.07,0.033,1,"NS"
"chr1-25743477-25744463",0.578239833592142,0.339347658866223,0.091,0.064,1,"NS"
"chr1-243100985-243102048",0.578241678479574,0.268220198509408,0.058,0.045,1,"NS"
"chr22-38754283-38756465",0.578269177806272,0.357319759808187,0.236,0.156,1,"NS"
"chr17-19507027-19508666",0.57831610367801,0.190460858692608,0.112,0.085,1,"NS"
"chr10-30348567-30349590",0.578327116729562,0.453853790503401,0.062,0.04,1,"NS"
"chr9-15509921-15511378",0.57846782965035,0.551187898193543,0.093,0.055,1,"NS"
"chr3-16550619-16551292",0.578521510654747,0.595842977758925,0.051,0.03,1,"NS"
"chr2-75021480-75022061",0.578585747537904,0.859718980175626,0.085,0.045,1,"NS"
"chr1-32066364-32066769",0.578943153562274,0.480332508369327,0.056,0.035,1,"NS"
"chr18-31942130-31943838",0.579301108868922,0.344788821932401,0.198,0.14,1,"NS"
"chr1-180042906-180043726",0.579417986431117,1.04160813920436,0.054,0.024,1,"NS"
"chr9-6412420-6414424",0.579524420885354,0.169114846313106,0.149,0.117,1,"NS"
"chr17-68698748-68699088",0.579528104947663,0.298481293020903,0.051,0.037,1,"NS"
"chr20-41316538-41318078",0.579926724373253,0.369947534755353,0.166,0.115,1,"NS"
"chr16-22373743-22375114",0.580076508547429,0.349965534978083,0.165,0.107,1,"NS"
"chr7-100813818-100814457",0.58009012875382,0.596014751645123,0.091,0.054,1,"NS"
"chr18-54225758-54226460",0.580315545900446,0.807802284760863,0.053,0.028,1,"NS"
"chr11-118145001-118146223",0.580389198177388,0.210067985980543,0.059,0.049,1,"NS"
"chr7-144019078-144019931",0.580612841210984,0.822699774643693,0.051,0.028,1,"NS"
"chr12-131895439-131896913",0.58082789916729,0.461540956915921,0.15,0.096,1,"NS"
"chr5-172314341-172315828",0.581180375003497,0.853914269645863,0.053,0.028,1,"NS"
"chr15-42574776-42576140",0.581465385282315,0.143744636073617,0.221,0.169,1,"NS"
"chr1-27556762-27558228",0.581490528874693,0.108089641463121,0.124,0.098,1,"NS"
"chr3-99875678-99876453",0.581493141080446,0.656965994995121,0.051,0.031,1,"NS"
"chr19-1437978-1438967",0.581567477716241,0.145158599180757,0.165,0.13,1,"NS"
"chr7-99499515-99500580",0.581758969755197,0.383391951623919,0.118,0.082,1,"NS"
"chr19-5718672-5721055",0.581800935734939,0.274536311850708,0.319,0.223,1,"NS"
"chr1-226674843-226675684",0.582155419703702,0.129923387782826,0.103,0.082,1,"NS"
"chr6-36623071-36623965",0.582273546577719,0.502122561150588,0.052,0.033,1,"NS"
"chr4-148781937-148782636",0.582284535294788,0.952544271401193,0.066,0.033,1,"NS"
"chr1-161305257-161306632",0.582526313225315,0.364530768864426,0.099,0.067,1,"NS"
"chr1-227541688-227542937",0.582594413382624,0.399560822738354,0.097,0.064,1,"NS"
"chr3-25663457-25665489",0.582628991246891,0.401728734297902,0.176,0.117,1,"NS"
"chr22-28441847-28443760",0.582649725443596,0.323163020885943,0.057,0.041,1,"NS"
"chr16-11796258-11798127",0.58271167608751,0.182133249216932,0.272,0.201,1,"NS"
"chr9-6628279-6629206",0.582712573208609,0.96836412457105,0.081,0.039,1,"NS"
"chr11-123194611-123196606",0.582745599542304,0.705080724525485,0.053,0.03,1,"NS"
"chr11-18720687-18722335",0.582957883452057,0.441264821506186,0.064,0.042,1,"NS"
"chr11-12109968-12111505",0.58307279942302,0.319882106309551,0.208,0.146,1,"NS"
"chr19-47047414-47049623",0.583121469032014,0.291223850160393,0.209,0.148,1,"NS"
"chr7-129433617-129435226",0.58315464768634,0.42042335804113,0.122,0.08,1,"NS"
"chr9-129080366-129081677",0.583159381515243,0.148974245922965,0.297,0.232,1,"NS"
"chr12-120228348-120230291",0.583595717079464,0.266477183012883,0.157,0.115,1,"NS"
"chr11-95229815-95231703",0.583776803063864,0.232034318540222,0.231,0.169,1,"NS"
"chr3-108588941-108590069",0.58381854675624,0.352612377970901,0.072,0.05,1,"NS"
"chr21-44353134-44353655",0.583852614981802,0.259318469609651,0.066,0.048,1,"NS"
"chr2-237691236-237692832",0.5839841614645,0.104872870820544,0.244,0.193,1,"NS"
"chr1-30858667-30859942",0.584087904387672,0.713285605951766,0.055,0.033,1,"NS"
"chr17-39979806-39981498",0.58409047340638,0.274257080669937,0.221,0.16,1,"NS"
"chr12-120086730-120087616",0.584253201291483,0.231427119632124,0.166,0.127,1,"NS"
"chr1-207108686-207109733",0.584431763754243,0.58546399169064,0.055,0.035,1,"NS"
"chr2-196925658-196928323",0.584663506286396,0.354953676532794,0.156,0.104,1,"NS"
"chr16-50547376-50549041",0.584707825376127,0.205206387662652,0.067,0.053,1,"NS"
"chr20-62860712-62862888",0.584976431973505,0.162022194046284,0.188,0.146,1,"NS"
"chr10-60942983-60944932",0.58505912553287,0.360794609710746,0.12,0.081,1,"NS"
"chr22-19177884-19179705",0.585104608892958,0.205950973855543,0.221,0.163,1,"NS"
"chr5-122774483-122775999",0.585176949646485,0.123607765764539,0.208,0.167,1,"NS"
"chr6-4803016-4803650",0.585200633326022,0.808102550719917,0.051,0.024,1,"NS"
"chr6-31739607-31740629",0.585357763271765,0.316750920220128,0.222,0.154,1,"NS"
"chr1-150486761-150487698",0.585438244858671,0.463568431969484,0.119,0.076,1,"NS"
"chr6-35258851-35260348",0.585474554445538,0.146550141551787,0.259,0.202,1,"NS"
"chr11-47859153-47861059",0.585579025687935,0.434937299486395,0.058,0.041,1,"NS"
"chr22-41831161-41831686",0.585635551851399,0.754677936946652,0.05,0.028,1,"NS"
"chr19-8389533-8391089",0.58564899292037,0.120479858053383,0.348,0.274,1,"NS"
"chr9-122264107-122265529",0.585713573908483,0.237950015554452,0.135,0.104,1,"NS"
"chr7-106460623-106461457",0.585801568143566,0.836415496913646,0.061,0.03,1,"NS"
"chr1-204506103-204508396",0.585934579227099,0.182084630724063,0.177,0.134,1,"NS"
"chr19-17326345-17327046",0.586374165394152,1.00022297815416,0.051,0.023,1,"NS"
"chr19-29841189-29841974",0.586640757890613,0.748377278383914,0.092,0.05,1,"NS"
"chr1-145823495-145824944",0.586666052627897,0.337417076586298,0.099,0.072,1,"NS"
"chr2-84515844-84516814",0.586757777843834,0.733411703215118,0.051,0.027,1,"NS"
"chr3-128878562-128880302",0.586803334002553,0.332200277746945,0.245,0.174,1,"NS"
"chr3-197297219-197299446",0.586903554455597,0.230765496018993,0.206,0.149,1,"NS"
"chr9-93159765-93160348",0.586981950478606,0.594568551776253,0.062,0.035,1,"NS"
"chr11-46332411-46333515",0.587002335684946,0.701738949895462,0.061,0.035,1,"NS"
"chr16-57060783-57061775",0.587154931444018,0.50652241206078,0.093,0.058,1,"NS"
"chr10-87504334-87505744",0.587219324677129,0.466184616693245,0.088,0.057,1,"NS"
"chr3-42501278-42502976",0.587296842501505,0.416032176086443,0.084,0.057,1,"NS"
"chr1-42923912-42925163",0.587367293914019,0.226596790599256,0.155,0.118,1,"NS"
"chr19-18109495-18110533",0.587411315805085,0.12988804103298,0.083,0.065,1,"NS"
"chr22-23072061-23073380",0.587457214030429,0.906202953586218,0.054,0.025,1,"NS"
"chr1-150973587-150975294",0.587525466562885,0.411781527605956,0.169,0.113,1,"NS"
"chr4-8422282-8423135",0.587538141590856,0.920797305419691,0.077,0.039,1,"NS"
"chr11-8687678-8689262",0.587665296140629,0.304200961679651,0.132,0.095,1,"NS"
"chr4-7971967-7973200",0.587735301252942,0.717606714609684,0.077,0.042,1,"NS"
"chr20-50957805-50959543",0.587782653824625,0.436516789927682,0.128,0.081,1,"NS"
"chr4-86927468-86928425",0.587873730998205,0.758872674503854,0.111,0.061,1,"NS"
"chr3-71063890-71065693",0.587874422613239,0.378139624669403,0.067,0.046,1,"NS"
"chr1-155084427-155086379",0.58804715945497,0.315865280115552,0.217,0.152,1,"NS"
"chr1-44774414-44776650",0.588056246466506,0.386312311481824,0.156,0.103,1,"NS"
"chr3-120152844-120153756",0.588659849926203,0.950622422058915,0.069,0.035,1,"NS"
"chr2-55136884-55137841",0.588713221877737,0.175792404265275,0.09,0.074,1,"NS"
"chr16-15153905-15155263",0.588838261026258,0.374710930807971,0.121,0.08,1,"NS"
"chr11-66616021-66617438",0.588854314659938,0.159274440889467,0.299,0.226,1,"NS"
"chr20-18566781-18567732",0.588862748445989,0.313721568917831,0.092,0.064,1,"NS"
